0,1,2,3,4,5,6,7,8
1,2,3,14,18,21,22,12,0
1,2,3,14,18,21,23,10,0
1,2,3,14,18,21,23,11,0
1,2,3,14,18,21,23,12,0
1,2,3,14,18,21,24,10,0
1,2,3,14,18,21,24,11,0
1,2,3,14,18,21,24,12,0
1,2,3,14,18,22,23,10,0
1,2,3,14,18,22,23,11,0
1,2,3,14,18,22,23,12,0
1,2,3,14,18,22,24,10,0
1,2,3,14,18,22,24,11,0
1,2,3,14,18,22,24,12,0
1,2,3,14,18,23,24,10,0
1,2,3,14,18,23,24,11,0
1,2,3,14,18,23,24,12,0
1,2,3,14,19,20,21,10,0
1,2,3,14,19,20,21,11,0
1,2,3,14,19,20,21,12,0
1,2,3,14,19,20,22,10,0
1,2,3,14,19,20,22,11,0
1,2,3,14,19,20,22,12,0
1,2,3,14,19,20,23,10,0
1,2,3,14,19,20,23,11,0
1,2,3,14,19,20,23,12,0
1,2,3,14,19,20,24,10,0
1,2,3,14,19,20,24,11,0
1,2,3,14,19,20,24,12,0
1,2,3,14,19,21,22,10,0
1,2,3,14,19,21,22,11,0
1,2,3,14,19,21,22,12,0
1,2,3,14,19,21,23,10,0
1,2,3,14,19,21,23,11,0
1,2,3,14,19,21,23,12,0
1,2,3,14,19,21,24,10,0
1,2,3,14,19,21,24,11,0
1,2,3,14,19,21,24,12,0
1,2,3,14,19,22,23,10,0
1,2,3,14,19,22,23,11,0
1,2,3,14,19,22,23,12,0
1,2,3,14,19,22,24,10,0
1,2,3,14,19,22,24,11,0
1,2,3,14,19,22,24,12,0
1,2,3,14,19,23,24,10,0
1,2,3,14,19,23,24,11,0
1,2,3,14,19,23,24,12,0
1,2,3,14,20,21,22,10,0
1,2,3,14,20,21,22,11,0
1,2,3,14,20,21,22,12,0
1,2,3,14,20,21,23,10,0
1,2,3,14,20,21,23,11,0
1,2,3,14,20,21,23,12,0
1,2,3,14,20,21,24,10,0
1,2,3,14,20,21,24,11,0
1,2,3,14,20,21,24,12,0
1,2,3,14,20,22,23,10,0
1,2,3,14,20,22,23,11,0
1,2,3,14,20,22,23,12,0
1,2,3,14,20,22,24,10,0
1,2,3,14,20,22,24,11,0
1,2,3,14,20,22,24,12,0
1,2,3,14,20,23,24,10,0
1,2,3,14,20,23,24,11,0
1,2,3,14,20,23,24,12,0
1,2,3,14,21,22,23,10,0
1,2,3,14,21,22,23,11,0
1,2,3,14,21,22,23,12,0
1,2,3,14,21,22,24,10,0
1,2,3,14,21,22,24,11,0
1,2,3,14,21,22,24,12,0
1,2,3,14,21,23,24,10,0
1,2,3,14,21,23,24,11,0
1,2,3,14,21,23,24,12,0
1,2,3,14,22,23,24,10,0
1,2,3,14,22,23,24,11,0
1,2,3,14,22,23,24,12,0
1,2,3,15,16,17,18,10,0
1,2,3,15,16,17,18,11,0
1,2,3,15,16,17,18,12,0
1,2,3,15,16,17,19,10,0
1,2,3,15,16,17,19,11,0
1,2,3,15,16,17,19,12,0
1,2,3,15,16,17,20,10,0
1,2,3,15,16,17,20,11,0
1,2,3,15,16,17,20,12,0
1,2,3,15,16,17,21,10,0
1,2,3,15,16,17,21,11,0
1,2,3,15,16,17,21,12,0
1,2,3,15,16,17,22,10,0
1,2,3,15,16,17,22,11,0
1,2,3,15,16,17,22,12,0
1,2,3,15,16,17,23,10,0
1,2,3,15,16,17,23,11,0
1,2,3,15,16,17,23,12,0
1,2,3,15,16,17,24,10,0
1,2,3,15,16,17,24,11,0
1,2,3,15,16,17,24,12,0
1,2,3,15,16,18,19,10,0
1,2,3,15,16,18,19,11,0
1,2,3,15,16,18,19,12,0
1,2,3,15,16,18,20,10,0
1,2,3,15,16,18,20,11,0
1,2,3,15,16,18,20,12,0
1,2,3,15,16,18,21,10,0
1,2,3,15,16,18,21,11,0
1,2,3,15,16,18,21,12,0
1,2,3,15,16,18,22,10,0
1,2,3,15,16,18,22,11,0
1,2,3,15,16,18,22,12,0
1,2,3,15,16,18,23,10,0
1,2,3,15,16,18,23,11,0
1,2,3,15,16,18,23,12,0
1,2,3,15,16,18,24,10,0
1,2,3,15,16,18,24,11,0
1,2,3,15,16,18,24,12,0
1,2,3,15,16,19,20,10,0
1,2,3,15,16,19,20,11,0
1,2,3,15,16,19,20,12,0
1,2,3,15,16,19,21,10,0
1,2,3,15,16,19,21,11,0
1,2,3,15,16,19,21,12,0
1,2,3,15,16,19,22,10,0
1,2,3,15,16,19,22,11,0
1,2,3,15,16,19,22,12,0
1,2,3,15,16,19,23,10,0
1,2,3,15,16,19,23,11,0
1,2,3,15,16,19,23,12,0
1,2,3,15,16,19,24,10,0
1,2,3,15,16,19,24,11,0
1,2,3,15,16,19,24,12,0
1,2,3,15,16,20,21,10,0
1,2,3,15,16,20,21,11,0
1,2,3,15,16,20,21,12,0
1,2,3,15,16,20,22,10,0
1,2,3,15,16,20,22,11,0
1,2,3,15,16,20,22,12,0
1,2,3,15,16,20,23,10,0
1,2,3,15,16,20,23,11,0
1,2,3,15,16,20,23,12,0
1,2,3,15,16,20,24,10,0
1,2,3,15,16,20,24,11,0
1,2,3,15,16,20,24,12,0
1,2,3,15,16,21,22,10,0
1,2,3,15,16,21,22,11,0
1,2,3,15,16,21,22,12,0
1,2,3,15,16,21,23,10,0
1,2,3,15,16,21,23,11,0
1,2,3,15,16,21,23,12,0
1,2,3,15,16,21,24,10,0
1,2,3,15,16,21,24,11,0
1,2,3,15,16,21,24,12,0
1,2,3,15,16,22,23,10,0
1,2,3,15,16,22,23,11,0
1,2,3,15,16,22,23,12,0
1,2,3,15,16,22,24,10,0
1,2,3,15,16,22,24,11,0
1,2,3,15,16,22,24,12,0
1,2,3,15,16,23,24,10,0
1,2,3,15,16,23,24,11,0
1,2,3,15,16,23,24,12,0
1,2,3,15,17,18,19,10,0
1,2,3,15,17,18,19,11,0
1,2,3,15,17,18,19,12,0
1,2,3,15,17,18,20,10,0
1,2,3,15,17,18,20,11,0
1,2,3,15,17,18,20,12,0
1,2,3,15,17,18,21,10,0
1,2,3,15,17,18,21,11,0
1,2,3,15,17,18,21,12,0
1,2,3,15,17,18,22,10,0
1,2,3,15,17,18,22,11,0
1,2,3,15,17,18,22,12,0
1,2,3,15,17,18,23,10,0
1,2,3,15,17,18,23,11,0
1,2,3,15,17,18,23,12,0
1,2,3,15,17,18,24,10,0
1,2,3,15,17,18,24,11,0
1,2,3,15,17,18,24,12,0
1,2,3,15,17,19,20,10,0
1,2,3,15,17,19,20,11,0
1,2,3,15,17,19,20,12,0
1,2,3,15,17,19,21,10,0
1,2,3,15,17,19,21,11,0
1,2,3,15,17,19,21,12,0
1,2,3,15,17,19,22,10,0
1,2,3,15,17,19,22,11,0
1,2,3,15,17,19,22,12,0
1,2,3,15,17,19,23,10,0
1,2,3,15,17,19,23,11,0
1,2,3,15,17,19,23,12,0
1,2,3,15,17,19,24,10,0
1,2,3,15,17,19,24,11,0
1,2,3,15,17,19,24,12,0
1,2,3,15,17,20,21,10,0
1,2,3,15,17,20,21,11,0
1,2,3,15,17,20,21,12,0
1,2,3,15,17,20,22,10,0
1,2,3,15,17,20,22,11,0
1,2,3,15,17,20,22,12,0
1,2,3,15,17,20,23,10,0
1,2,3,15,17,20,23,11,0
1,2,3,15,17,20,23,12,0
1,2,3,15,17,20,24,10,0
1,2,3,15,17,20,24,11,0
1,2,3,15,17,20,24,12,0
1,2,3,15,17,21,22,10,0
1,2,3,15,17,21,22,11,0
1,2,3,15,17,21,22,12,0
1,2,3,15,17,21,23,10,0
1,2,3,15,17,21,23,11,0
1,2,3,15,17,21,23,12,0
1,2,3,15,17,21,24,10,0
1,2,3,15,17,21,24,11,0
1,2,3,15,17,21,24,12,0
1,2,3,15,17,22,23,10,0
1,2,3,15,17,22,23,11,0
1,2,3,15,17,22,23,12,0
1,2,3,15,17,22,24,10,0
1,2,3,15,17,22,24,11,0
1,2,3,15,17,22,24,12,0
1,2,3,15,17,23,24,10,0
1,2,3,15,17,23,24,11,0
1,2,3,15,17,23,24,12,0
1,2,3,15,18,19,20,10,0
1,2,3,15,18,19,20,11,0
1,2,3,15,18,19,20,12,0
1,2,3,15,18,19,21,10,0
1,2,3,15,18,19,21,11,0
1,2,3,15,18,19,21,12,0
1,2,3,15,18,19,22,10,0
1,2,3,15,18,19,22,11,0
1,2,3,15,18,19,22,12,0
1,2,3,15,18,19,23,10,0
1,2,3,15,18,19,23,11,0
1,2,3,15,18,19,23,12,0
1,2,3,15,18,19,24,10,0
1,2,3,15,18,19,24,11,0
1,2,3,15,18,19,24,12,0
1,2,3,15,18,20,21,10,0
1,2,3,15,18,20,21,11,0
1,2,3,15,18,20,21,12,0
1,2,3,15,18,20,22,10,0
1,2,3,15,18,20,22,11,0
1,2,3,15,18,20,22,12,0
1,2,3,15,18,20,23,10,0
1,2,3,15,18,20,23,11,0
1,2,3,15,18,20,23,12,0
1,2,3,15,18,20,24,10,0
1,2,3,15,18,20,24,11,0
1,2,3,15,18,20,24,12,0
1,2,3,15,18,21,22,10,0
1,2,3,15,18,21,22,11,0
1,2,3,15,18,21,22,12,0
1,2,3,15,18,21,23,10,0
1,2,3,15,18,21,23,11,0
1,2,3,15,18,21,23,12,0
1,2,3,15,18,21,24,10,0
1,2,3,15,18,21,24,11,0
1,2,3,15,18,21,24,12,0
1,2,3,15,18,22,23,10,0
1,2,3,15,18,22,23,11,0
1,2,3,15,18,22,23,12,0
1,2,3,15,18,22,24,10,0
1,2,3,15,18,22,24,11,0
1,2,3,15,18,22,24,12,0
1,2,3,15,18,23,24,10,0
1,2,3,15,18,23,24,11,0
1,2,3,15,18,23,24,12,0
1,2,3,15,19,20,21,10,0
1,2,3,15,19,20,21,11,0
1,2,3,15,19,20,21,12,0
1,2,3,15,19,20,22,10,0
1,2,3,15,19,20,22,11,0
1,2,3,15,19,20,22,12,0
1,2,3,15,19,20,23,10,0
1,2,3,15,19,20,23,11,0
1,2,3,15,19,20,23,12,0
1,2,3,15,19,20,24,10,0
1,2,3,15,19,20,24,11,0
1,2,3,15,19,20,24,12,0
1,2,3,15,19,21,22,10,0
1,2,3,15,19,21,22,11,0
1,2,3,15,19,21,22,12,0
1,2,3,15,19,21,23,10,0
1,2,3,15,19,21,23,11,0
1,2,3,15,19,21,23,12,0
1,2,3,15,19,21,24,10,0
1,2,3,15,19,21,24,11,0
1,2,3,15,19,21,24,12,0
1,2,3,15,19,22,23,10,0
1,2,3,15,19,22,23,11,0
1,2,3,15,19,22,23,12,0
1,2,3,15,19,22,24,10,0
1,2,3,15,19,22,24,11,0
1,2,3,15,19,22,24,12,0
1,2,3,15,19,23,24,10,0
1,2,3,15,19,23,24,11,0
1,2,3,15,19,23,24,12,0
1,2,3,15,20,21,22,10,0
1,2,3,15,20,21,22,11,0
1,2,3,15,20,21,22,12,0
1,2,3,15,20,21,23,10,0
1,2,3,15,20,21,23,11,0
1,2,3,15,20,21,23,12,0
1,2,3,15,20,21,24,10,0
1,2,3,15,20,21,24,11,0
1,2,3,15,20,21,24,12,0
1,2,3,15,20,22,23,10,0
1,2,3,15,20,22,23,11,0
1,2,3,15,20,22,23,12,0
1,2,3,15,20,22,24,10,0
1,2,3,15,20,22,24,11,0
1,2,3,15,20,22,24,12,0
1,2,3,15,20,23,24,10,0
1,2,3,15,20,23,24,11,0
1,2,3,15,20,23,24,12,0
1,2,3,15,21,22,23,10,0
1,2,3,15,21,22,23,11,0
1,2,3,15,21,22,23,12,0
1,2,3,15,21,22,24,10,0
1,2,3,15,21,22,24,11,0
1,2,3,15,21,22,24,12,0
1,2,3,15,21,23,24,10,0
1,2,3,15,21,23,24,11,0
1,2,3,15,21,23,24,12,0
1,2,3,15,22,23,24,10,0
1,2,3,15,22,23,24,11,0
1,2,3,15,22,23,24,12,0
1,2,3,16,17,18,19,10,0
1,2,3,16,17,18,19,11,0
1,2,3,16,17,18,19,12,0
1,2,3,16,17,18,20,10,0
1,2,3,16,17,18,20,11,0
1,2,3,16,17,18,20,12,0
1,2,3,16,17,18,21,10,0
1,2,3,16,17,18,21,11,0
1,2,3,16,17,18,21,12,0
1,2,3,16,17,18,22,10,0
1,2,3,16,17,18,22,11,0
1,2,3,16,17,18,22,12,0
1,2,3,16,17,18,23,10,0
1,2,3,16,17,18,23,11,0
1,2,3,16,17,18,23,12,0
1,2,3,16,17,18,24,10,0
1,2,3,16,17,18,24,11,0
1,2,3,16,17,18,24,12,0
1,2,3,16,17,19,20,10,0
1,2,3,16,17,19,20,11,0
1,2,3,16,17,19,20,12,0
1,2,3,16,17,19,21,10,0
1,2,3,16,17,19,21,11,0
1,2,3,16,17,19,21,12,0
1,2,3,16,17,19,22,10,0
1,2,3,16,17,19,22,11,0
1,2,3,16,17,19,22,12,0
1,2,3,16,17,19,23,10,0
1,2,3,16,17,19,23,11,0
1,2,3,16,17,19,23,12,0
1,2,3,16,17,19,24,10,0
1,2,3,16,17,19,24,11,0
1,2,3,16,17,19,24,12,0
1,2,3,16,17,20,21,10,0
1,2,3,16,17,20,21,11,0
1,2,3,16,17,20,21,12,0
1,2,3,16,17,20,22,10,0
1,2,3,16,17,20,22,11,0
1,2,3,16,17,20,22,12,0
1,2,3,16,17,20,23,10,0
1,2,3,16,17,20,23,11,0
1,2,3,16,17,20,23,12,0
1,2,3,16,17,20,24,10,0
1,2,3,16,17,20,24,11,0
1,2,3,16,17,20,24,12,0
1,2,3,16,17,21,22,10,0
1,2,3,16,17,21,22,11,0
1,2,3,16,17,21,22,12,0
1,2,3,16,17,21,23,10,0
1,2,3,16,17,21,23,11,0
1,2,3,16,17,21,23,12,0
1,2,3,16,17,21,24,10,0
1,2,3,16,17,21,24,11,0
1,2,3,16,17,21,24,12,0
1,2,3,16,17,22,23,10,0
1,2,3,16,17,22,23,11,0
1,2,3,16,17,22,23,12,0
1,2,3,16,17,22,24,10,0
1,2,3,16,17,22,24,11,0
1,2,3,16,17,22,24,12,0
1,2,3,16,17,23,24,10,0
1,2,3,16,17,23,24,11,0
1,2,3,16,17,23,24,12,0
1,2,3,16,18,19,20,10,0
1,2,3,16,18,19,20,11,0
1,2,3,16,18,19,20,12,0
1,2,3,16,18,19,21,10,0
1,2,3,16,18,19,21,11,0
1,2,3,16,18,19,21,12,0
1,2,3,16,18,19,22,10,0
1,2,3,16,18,19,22,11,0
1,2,3,16,18,19,22,12,0
1,2,3,16,18,19,23,10,0
1,2,3,16,18,19,23,11,0
1,2,3,16,18,19,23,12,0
1,2,3,16,18,19,24,10,0
1,2,3,16,18,19,24,11,0
1,2,3,16,18,19,24,12,0
1,2,3,16,18,20,21,10,0
1,2,3,16,18,20,21,11,0
1,2,3,16,18,20,21,12,0
1,2,3,16,18,20,22,10,0
1,2,3,16,18,20,22,11,0
1,2,3,16,18,20,22,12,0
1,2,3,16,18,20,23,10,0
1,2,3,16,18,20,23,11,0
1,2,3,16,18,20,23,12,0
1,2,3,16,18,20,24,10,0
1,2,3,16,18,20,24,11,0
1,2,3,16,18,20,24,12,0
1,2,3,16,18,21,22,10,0
1,2,3,16,18,21,22,11,0
1,2,3,16,18,21,22,12,0
1,2,3,16,18,21,23,10,0
1,2,3,16,18,21,23,11,0
1,2,3,16,18,21,23,12,0
1,2,3,16,18,21,24,10,0
1,2,3,16,18,21,24,11,0
1,2,3,16,18,21,24,12,0
1,2,3,16,18,22,23,10,0
1,2,3,16,18,22,23,11,0
1,2,3,16,18,22,23,12,0
1,2,3,16,18,22,24,10,0
1,2,3,16,18,22,24,11,0
1,2,3,16,18,22,24,12,0
1,2,3,16,18,23,24,10,0
1,2,3,16,18,23,24,11,0
1,2,3,16,18,23,24,12,0
1,2,3,16,19,20,21,10,0
1,2,3,16,19,20,21,11,0
1,2,3,16,19,20,21,12,0
1,2,3,16,19,20,22,10,0
1,2,3,16,19,20,22,11,0
1,2,3,16,19,20,22,12,0
1,2,3,16,19,20,23,10,0
1,2,3,16,19,20,23,11,0
1,2,3,16,19,20,23,12,0
1,2,3,16,19,20,24,10,0
1,2,3,16,19,20,24,11,0
1,2,3,16,19,20,24,12,0
1,2,3,16,19,21,22,10,0
1,2,3,16,19,21,22,11,0
1,2,3,16,19,21,22,12,0
1,2,3,16,19,21,23,10,0
1,2,3,16,19,21,23,11,0
1,2,3,16,19,21,23,12,0
1,2,3,16,19,21,24,10,0
1,2,3,16,19,21,24,11,0
1,2,3,16,19,21,24,12,0
1,2,3,16,19,22,23,10,0
1,2,3,16,19,22,23,11,0
1,2,3,16,19,22,23,12,0
1,2,3,16,19,22,24,10,0
1,2,3,16,19,22,24,11,0
1,2,3,16,19,22,24,12,0
1,2,3,16,19,23,24,10,0
1,2,3,16,19,23,24,11,0
1,2,3,16,19,23,24,12,0
1,2,3,16,20,21,22,10,0
1,2,3,16,20,21,22,11,0
1,2,3,16,20,21,22,12,0
1,2,3,16,20,21,23,10,0
1,2,3,16,20,21,23,11,0
1,2,3,16,20,21,23,12,0
1,2,3,16,20,21,24,10,0
1,2,3,16,20,21,24,11,0
1,2,3,16,20,21,24,12,0
1,2,3,16,20,22,23,10,0
1,2,3,16,20,22,23,11,0
1,2,3,16,20,22,23,12,0
1,2,3,16,20,22,24,10,0
1,2,3,16,20,22,24,11,0
1,2,3,16,20,22,24,12,0
1,2,3,16,20,23,24,10,0
1,2,3,16,20,23,24,11,0
1,2,3,16,20,23,24,12,0
1,2,3,16,21,22,23,10,0
1,2,3,16,21,22,23,11,0
1,2,3,16,21,22,23,12,0
1,2,3,16,21,22,24,10,0
1,2,3,16,21,22,24,11,0
1,2,3,16,21,22,24,12,0
1,2,3,16,21,23,24,10,0
1,2,3,16,21,23,24,11,0
1,2,3,16,21,23,24,12,0
1,2,3,16,22,23,24,10,0
1,2,3,16,22,23,24,11,0
1,2,3,16,22,23,24,12,0
1,2,3,17,18,19,20,10,0
1,2,3,17,18,19,20,11,0
1,2,3,17,18,19,20,12,0
1,2,3,17,18,19,21,10,0
1,2,3,17,18,19,21,11,0
1,2,3,17,18,19,21,12,0
1,2,3,17,18,19,22,10,0
1,2,3,17,18,19,22,11,0
1,2,3,17,18,19,22,12,0
1,2,3,17,18,19,23,10,0
1,2,3,17,18,19,23,11,0
1,2,3,17,18,19,23,12,0
1,2,3,17,18,19,24,10,0
1,2,3,17,18,19,24,11,0
1,2,3,17,18,19,24,12,0
1,2,3,17,18,20,21,10,0
1,2,3,17,18,20,21,11,0
1,2,3,17,18,20,21,12,0
1,2,3,17,18,20,22,10,0
1,2,3,17,18,20,22,11,0
1,2,3,17,18,20,22,12,0
1,2,3,17,18,20,23,10,0
1,2,3,17,18,20,23,11,0
1,2,3,17,18,20,23,12,0
1,2,3,17,18,20,24,10,0
1,2,3,17,18,20,24,11,0
1,2,3,17,18,20,24,12,0
1,2,3,17,18,21,22,10,0
1,2,3,17,18,21,22,11,0
1,2,3,17,18,21,22,12,0
1,2,3,17,18,21,23,10,0
1,2,3,17,18,21,23,11,0
1,2,3,17,18,21,23,12,0
1,2,3,17,18,21,24,10,0
1,2,3,17,18,21,24,11,0
1,2,3,17,18,21,24,12,0
1,2,3,17,18,22,23,10,0
1,2,3,17,18,22,23,11,0
1,2,3,17,18,22,23,12,0
1,2,3,17,18,22,24,10,0
1,2,3,17,18,22,24,11,0
1,2,3,17,18,22,24,12,0
1,2,3,17,18,23,24,10,0
1,2,3,17,18,23,24,11,0
1,2,3,17,18,23,24,12,0
1,2,3,17,19,20,21,10,0
1,2,3,17,19,20,21,11,0
1,2,3,17,19,20,21,12,0
1,2,3,17,19,20,22,10,0
1,2,3,17,19,20,22,11,0
1,2,3,17,19,20,22,12,0
1,2,3,17,19,20,23,10,0
1,2,3,17,19,20,23,11,0
1,2,3,17,19,20,23,12,0
1,2,3,17,19,20,24,10,0
1,2,3,17,19,20,24,11,0
1,2,3,17,19,20,24,12,0
1,2,3,17,19,21,22,10,0
1,2,3,17,19,21,22,11,0
1,2,3,17,19,21,22,12,0
1,2,3,17,19,21,23,10,0
1,2,3,17,19,21,23,11,0
1,2,3,17,19,21,23,12,0
1,2,3,17,19,21,24,10,0
1,2,3,17,19,21,24,11,0
1,2,3,17,19,21,24,12,0
1,2,3,17,19,22,23,10,0
1,2,3,17,19,22,23,11,0
1,2,3,17,19,22,23,12,0
1,2,3,17,19,22,24,10,0
1,2,3,17,19,22,24,11,0
1,2,3,17,19,22,24,12,0
1,2,3,17,19,23,24,10,0
1,2,3,17,19,23,24,11,0
1,2,3,17,19,23,24,12,0
1,2,3,17,20,21,22,10,0
1,2,3,17,20,21,22,11,0
1,2,3,17,20,21,22,12,0
1,2,3,17,20,21,23,10,0
1,2,3,17,20,21,23,11,0
1,2,3,17,20,21,23,12,0
1,2,3,17,20,21,24,10,0
1,2,3,17,20,21,24,11,0
1,2,3,17,20,21,24,12,0
1,2,3,17,20,22,23,10,0
1,2,3,17,20,22,23,11,0
1,2,3,17,20,22,23,12,0
1,2,3,17,20,22,24,10,0
1,2,3,17,20,22,24,11,0
1,2,3,17,20,22,24,12,0
1,2,3,17,20,23,24,10,0
1,2,3,17,20,23,24,11,0
1,2,3,17,20,23,24,12,0
1,2,3,17,21,22,23,10,0
1,2,3,17,21,22,23,11,0
1,2,3,17,21,22,23,12,0
1,2,3,17,21,22,24,10,0
1,2,3,17,21,22,24,11,0
1,2,3,17,21,22,24,12,0
1,2,3,17,21,23,24,10,0
1,2,3,17,21,23,24,11,0
1,2,3,17,21,23,24,12,0
1,2,3,17,22,23,24,10,0
1,2,3,17,22,23,24,11,0
1,2,3,17,22,23,24,12,0
1,2,3,18,19,20,21,10,0
1,2,3,18,19,20,21,11,0
1,2,3,18,19,20,21,12,0
1,2,3,18,19,20,22,10,0
1,2,3,18,19,20,22,11,0
1,2,3,18,19,20,22,12,0
1,2,3,18,19,20,23,10,0
1,2,3,18,19,20,23,11,0
1,2,3,18,19,20,23,12,0
1,2,3,18,19,20,24,10,0
1,2,3,18,19,20,24,11,0
1,2,3,18,19,20,24,12,0
1,2,3,18,19,21,22,10,0
1,2,3,18,19,21,22,11,0
1,2,3,18,19,21,22,12,0
1,2,3,18,19,21,23,10,0
1,2,3,18,19,21,23,11,0
1,2,3,18,19,21,23,12,0
1,2,3,18,19,21,24,10,0
1,2,3,18,19,21,24,11,0
1,2,3,18,19,21,24,12,0
1,2,3,18,19,22,23,10,0
1,2,3,18,19,22,23,11,0
1,2,3,18,19,22,23,12,0
1,2,3,18,19,22,24,10,0
1,2,3,18,19,22,24,11,0
1,2,3,18,19,22,24,12,0
1,2,3,18,19,23,24,10,0
1,2,3,18,19,23,24,11,0
1,2,3,18,19,23,24,12,0
1,2,3,18,20,21,22,10,0
1,2,3,18,20,21,22,11,0
1,2,3,18,20,21,22,12,0
1,2,3,18,20,21,23,10,0
1,2,3,18,20,21,23,11,0
1,2,3,18,20,21,23,12,0
1,2,3,18,20,21,24,10,0
1,2,3,18,20,21,24,11,0
1,2,3,18,20,21,24,12,0
1,2,3,18,20,22,23,10,0
1,2,3,18,20,22,23,11,0
1,2,3,18,20,22,23,12,0
1,2,3,18,20,22,24,10,0
1,2,3,18,20,22,24,11,0
1,2,3,18,20,22,24,12,0
1,2,3,18,20,23,24,10,0
1,2,3,18,20,23,24,11,0
1,2,3,18,20,23,24,12,0
1,2,3,18,21,22,23,10,0
1,2,3,18,21,22,23,11,0
1,2,3,18,21,22,23,12,0
1,2,3,18,21,22,24,10,0
1,2,3,18,21,22,24,11,0
1,2,3,18,21,22,24,12,0
1,2,3,18,21,23,24,10,0
1,2,3,18,21,23,24,11,0
1,2,3,18,21,23,24,12,0
1,2,3,18,22,23,24,10,0
1,2,3,18,22,23,24,11,0
1,2,3,18,22,23,24,12,0
1,2,3,19,20,21,22,10,0
1,2,3,19,20,21,22,11,0
1,2,3,19,20,21,22,12,0
1,2,3,19,20,21,23,10,0
1,2,3,19,20,21,23,11,0
1,2,3,19,20,21,23,12,0
1,2,3,19,20,21,24,10,0
1,2,3,19,20,21,24,11,0
1,2,3,19,20,21,24,12,0
1,2,3,19,20,22,23,10,0
1,2,3,19,20,22,23,11,0
1,2,3,19,20,22,23,12,0
1,2,3,19,20,22,24,10,0
1,2,3,19,20,22,24,11,0
1,2,3,19,20,22,24,12,0
1,2,3,19,20,23,24,10,0
1,2,3,19,20,23,24,11,0
1,2,3,19,20,23,24,12,0
1,2,3,19,21,22,23,10,0
1,2,3,19,21,22,23,11,0
1,2,3,19,21,22,23,12,0
1,2,3,19,21,22,24,10,0
1,2,3,19,21,22,24,11,0
1,2,3,19,21,22,24,12,0
1,2,3,19,21,23,24,10,0
1,2,3,19,21,23,24,11,0
1,2,3,19,21,23,24,12,0
1,2,3,19,22,23,24,10,0
1,2,3,19,22,23,24,11,0
1,2,3,19,22,23,24,12,0
1,2,3,20,21,22,23,10,0
1,2,3,20,21,22,23,11,0
1,2,3,20,21,22,23,12,0
1,2,3,20,21,22,24,10,0
1,2,3,20,21,22,24,11,0
1,2,3,20,21,22,24,12,0
1,2,3,20,21,23,24,10,0
1,2,3,20,21,23,24,11,0
1,2,3,20,21,23,24,12,0
1,2,3,20,22,23,24,10,0
1,2,3,20,22,23,24,11,0
1,2,3,20,22,23,24,12,0
1,2,3,21,22,23,24,10,0
1,2,3,21,22,23,24,11,0
1,2,3,21,22,23,24,12,0
1,2,4,13,14,15,16,12,0
1,2,4,13,14,15,17,10,0
1,2,4,13,14,15,17,11,0
1,2,4,13,14,15,17,12,0
1,2,4,13,14,15,18,10,0
1,2,4,13,14,15,18,11,0
1,2,4,13,14,15,18,12,0
1,2,4,13,14,15,19,10,0
1,2,4,13,14,15,19,11,0
1,2,4,13,14,15,19,12,0
1,2,4,13,14,15,20,10,0
1,2,4,13,14,15,20,11,0
1,2,4,13,14,15,20,12,0
1,2,4,13,14,15,21,10,0
1,2,4,13,14,15,21,11,0
1,2,4,13,14,15,21,12,0
1,2,4,13,14,15,22,10,0
1,2,4,13,14,15,22,11,0
1,2,4,13,14,15,22,12,0
1,2,4,13,14,15,23,10,0
1,2,4,13,14,15,23,11,0
1,2,4,13,14,15,23,12,0
1,2,4,13,14,15,24,10,0
1,2,4,13,14,15,24,11,0
1,2,4,13,14,15,24,12,0
1,2,4,13,14,16,17,10,0
1,2,4,13,14,16,17,11,0
1,2,4,13,14,16,17,12,0
1,2,4,13,14,16,18,10,0
1,2,4,13,14,16,18,11,0
1,2,4,13,14,16,18,12,0
1,2,4,13,14,16,19,10,0
1,2,4,13,14,16,19,11,0
1,2,4,13,14,16,19,12,0
1,2,4,13,14,16,20,10,0
1,2,4,13,14,16,20,11,0
1,2,4,13,14,16,20,12,0
1,2,4,13,14,16,21,10,0
1,2,4,13,14,16,21,11,0
1,2,4,13,14,16,21,12,0
1,2,4,13,14,16,22,10,0
1,2,4,13,14,16,22,11,0
1,2,4,13,14,16,22,12,0
1,2,4,13,14,16,23,10,0
1,2,4,13,14,16,23,11,0
1,2,4,13,14,16,23,12,0
1,2,4,13,14,16,24,10,0
1,2,4,13,14,16,24,11,0
1,2,4,13,14,16,24,12,0
1,2,4,13,14,17,18,10,0
1,2,4,13,14,17,18,11,0
1,2,4,13,14,17,18,12,0
1,2,4,13,14,17,19,10,0
1,2,4,13,14,17,19,11,0
1,2,4,13,14,17,19,12,0
1,2,4,13,14,17,20,10,0
1,2,4,13,14,17,20,11,0
1,2,4,13,14,17,20,12,0
1,2,4,13,14,17,21,10,0
1,2,4,13,14,17,21,11,0
1,2,4,13,14,17,21,12,0
1,2,4,13,14,17,22,10,0
1,2,4,13,14,17,22,11,0
1,2,4,13,14,17,22,12,0
1,2,4,13,14,17,23,10,0
1,2,4,13,14,17,23,11,0
1,2,4,13,14,17,23,12,0
1,2,4,13,14,17,24,10,0
1,2,4,13,14,17,24,11,0
1,2,4,13,14,17,24,12,0
